x,y
-3.964478,8.52984
-7.079663,8.146625
6.613831,-3.070191
3.748058,7.648177
4.202714,-6.53764
5.025826,3.172726
8.853085,7.370009
-4.75732,5.616635
-5.129442,5.082046
1.326315,0.774919
7.961243,-3.735413
9.087681,-10.671658
5.395405,-3.419389
8.471818,4.464936
5.588839,-7.236945
5.537454,-5.575193
5.861692,-5.455222
7.793038,8.281013
5.098592,8.346808
-8.149729,-5.946223
-7.721034,3.945028
3.533136,-2.777261
4.595064,3.52109
6.086643,-6.756326
-0.339353,-0.356749
1.342073,0.286348
7.877997,-5.276184
9.314672,-5.741119
4.737863,-4.505086
6.223745,-5.289711
7.90766,-5.761177
-5.574518,4.833725
4.740109,3.470609
8.082982,4.443582
-1.595387,-0.915341
-7.541795,-5.052789
-12.524329,-6.218554
-6.806049,6.356409
-4.293302,-4.931266
-5.763484,4.942078
-4.137661,-4.820642
-5.82801,4.681915
7.378391,-7.025853
-7.634847,-4.683463
3.652354,8.001035
0.133938,0.982785
7.808652,8.255047
8.350058,4.781299
-4.968387,-5.591574
9.074733,5.124996
5.564738,-8.579989
3.100492,7.304927
6.658483,-5.587291
-5.790708,5.070379
5.41992,-1.732798
-6.454245,-3.800891
2.76729,5.268659
-7.125067,7.707206
-8.974061,-5.986947
-3.810922,8.443722
-6.548478,5.347672
-3.085319,-4.401963
5.08214,-8.65136
-5.168234,3.320271
3.992012,8.906206
-7.406397,-5.314066
-4.840017,5.609837
-6.661707,5.107701
-7.883986,-5.573082
7.559063,3.396999
2.887398,6.250171
-7.57351,-5.730783
-4.86277,7.319766
-6.557927,-5.462536
-5.753761,-4.220362
7.779639,-10.0375
6.521589,-5.085595
5.433443,-6.382638
8.79696,5.653708
-4.827474,5.415976
5.931418,-7.347275
-2.710516,-4.982445
3.183281,6.358647
5.049034,-6.198274
4.773562,-5.836788
8.994674,4.745689
-7.457649,7.770082
-7.578,7.459141
3.286601,6.80039
4.493487,-5.375427
5.198608,8.993201
5.38302,-6.291151
8.126014,7.922741
-4.783359,5.097148
5.097663,-7.799385
-4.829918,-5.368241
5.206939,3.131611
7.097467,-5.568914
-9.881203,-5.161811
5.941398,-9.840525
-0.074651,0.941559
1.817257,0.403427
-2.384875,0.884806
-6.569026,-5.89824
-0.458524,0.156388
-7.048149,-4.485778
-6.069107,-4.272007
4.529188,-7.808705
8.370593,3.543852
-6.45073,4.962971
2.998748,6.204545
-3.035292,6.871501
7.902054,3.7793
-6.905464,5.196337
-1.21502,0.385386
8.726805,7.140548
-6.467558,-5.353724
4.362218,8.444401
-3.758377,-4.262448
-9.87009,-6.022237
-4.283259,5.885974
-3.354709,-4.492738
4.87734,9.084715
-6.638372,3.491543
-5.039121,5.24427
-2.95146,-4.126894
-2.961768,-3.947819
-7.89991,7.29436
5.885913,-3.440038
-5.183968,7.672698
4.984825,3.124429
4.045604,3.761906
-3.358278,-5.396523
6.686539,3.188266
-8.277194,6.318135
-5.477518,-4.984855
-4.296645,-4.116036
3.52577,6.721004
7.788941,-7.436324
-0.768141,-0.630219
-4.228804,-4.957861
-4.879161,7.390962
1.312146,-0.798691
-7.341958,3.464426
8.082659,8.477977
6.646955,-7.980742
-5.284334,9.270055
-1.120859,-4.031426
4.464803,3.247961
-2.575079,-8.893045
-6.745959,-4.939604
-6.168108,6.396563
-2.104382,-0.510078
3.492829,-3.81805
1.66857,-0.539802
-7.200059,7.468815
8.310103,-3.276358
8.80187,7.389808
-5.31772,5.200444
6.790641,-5.209964
5.019292,-4.315848
6.100669,-8.76945
2.467372,-5.662197
-4.397873,4.011206
-5.580405,3.009599
4.344316,8.575379
-6.543176,-4.671111
7.164119,-8.500952
-8.631676,5.479121
0.690326,-4.66583
10.149542,-4.323609
3.188484,4.156849
7.232332,8.750065
-5.522439,-5.369955
-8.863862,-5.213421
-4.224249,6.338472
-2.856187,-4.870522
-6.186322,-4.852927
7.327318,2.894424
8.901803,5.34695
6.359884,-4.993848
-5.58164,-5.221382
4.412892,3.286103
7.581348,-8.185224
5.670623,-5.023787
-1.250997,0.946048
3.296681,5.03064
-4.999168,5.086612
4.03392,8.397023
-2.805836,-4.758102
-6.084656,4.768033
3.479754,-5.657703
-5.836283,-5.099597
-4.326966,5.91536
-4.583066,7.507642
5.1941,-9.325335
-3.195789,-5.265853
0.773893,0.071897
-9.044712,-5.624529
8.779578,6.624708
0.649913,-0.247066
3.286657,5.341108
-1.187502,0.502673
7.759808,-4.429308
5.196997,-4.780107
-5.762713,6.330758
3.240737,7.29602
6.583514,-1.868481
-7.233959,7.430057
8.414102,7.571736
0.145966,0.018379
-5.936217,6.08375
-6.301688,8.142874
-1.687341,-4.725531
4.603322,3.260225
3.738204,-7.706561
7.951994,3.69323
-7.907007,7.00983
3.515075,-3.287236
-4.72387,7.112663
-7.053016,-5.399749
3.945138,7.872518
7.799949,-8.837015
-5.262169,7.623302
-0.164344,0.771209
1.081859,-4.476069
-6.536438,-4.442742
-1.184239,-3.923374
6.165674,-6.603998
7.537432,-5.372932
8.669584,7.68526
7.873544,8.077878
-1.854319,-0.916909
-5.985703,6.056369
4.145468,8.477953
0.070068,0.021843
-7.186422,-5.146461
-6.054067,5.94652
1.204708,-0.51687
-5.359771,7.583917
7.60244,8.648719
6.56695,9.103117
7.635264,-7.104276
4.986437,3.176904
0.289659,0.150398
8.632631,5.533536
4.157738,8.188044
-6.780584,5.409662
6.492508,-9.371397
-6.412843,-5.28217
6.921654,8.587977
8.441726,7.485713
0.838534,-0.079732
9.408559,7.059368
6.499548,-6.482836
6.349568,-6.206141
-3.631601,-4.249881
-6.943634,-5.457515
3.572685,7.365325
-4.572491,5.435896
-5.107278,-4.893588
7.370651,3.814081
-8.211998,4.420771
-4.880434,7.045037
-1.647106,0.363513
-4.721491,5.083281
-3.660055,-3.965299
5.141643,-5.311806
6.718643,8.442368
-9.819413,-5.504476
-4.322526,-3.993684
6.730987,8.62918
-4.565019,-3.747028
5.699348,-5.914033
-2.034283,-0.154612
-3.382239,-5.276101
-7.066475,5.315704
8.787236,6.262577
-3.976307,3.605261
1.876105,-0.824931
-9.132714,-5.579624
-6.224096,-4.608797
-8.216008,4.530655
8.243241,4.367733
-6.022066,-5.268021
3.26483,-3.202837
8.587373,7.700021
-5.977141,6.046759
2.889614,6.958058
-1.142644,-0.493275
-7.13085,-5.922902
7.54058,3.596508
-4.084191,-4.75179
-4.360788,6.960254
7.107974,3.420349
6.023092,-5.835244
4.690888,3.18506
3.173122,5.964593
-6.091762,6.233074
-9.996538,-6.241712
8.567936,6.930961
9.09246,6.331328
-5.941899,6.251731
4.313298,-4.321772
4.537319,-6.906198
-1.793424,0.982802
-7.287739,3.446717
-5.913758,2.92778
8.727639,7.588661
-1.046882,-0.941627
6.030067,8.822601
-3.279617,5.638735
-5.860865,6.104974
-6.020979,6.553261
-4.781541,-4.635324
-6.541028,6.399597
-5.722999,-4.825517
8.745111,17.305242
-3.716749,-5.180398
-2.915922,6.382204
3.843681,4.324602
8.457359,7.811432
-4.507035,6.402615
-0.115243,-0.298027
7.448983,-3.558713
-6.334863,5.019697
2.864648,7.477109
-2.925515,7.276046
-5.830313,6.35556
-7.937105,4.273305
8.460344,7.592692
-6.561825,3.072531
-2.950975,5.535747
4.524774,3.11756
7.210146,3.409181
-6.879439,6.201489
-1.080476,0.01751
1.256092,-0.49761
-6.368999,6.157158
8.56553,4.20276
3.154419,4.304782
-6.536549,5.049174
-3.519805,-3.735623
4.452468,8.650925
-0.422492,0.418429
-5.106859,7.706154
-6.450492,6.540081
-5.279237,-5.058268
-13.853994,4.112253
6.026224,-4.887127
8.862024,6.576993
8.032373,-3.899491
-6.009907,-4.154154
4.761554,-2.696883
-9.841831,-5.79721
-5.176482,3.443206
8.080988,-7.032639
3.224456,-5.311167
-2.739776,-3.852538
-3.75541,-4.24805
0.677434,-0.156689
-5.197096,7.473586
1.40196,-0.869561
-0.550705,-0.441412
5.828042,-5.071152
-4.996469,5.121053
-4.893685,-4.191835
4.512964,3.735802
3.566074,7.386893
-0.412191,0.58358
5.621106,3.165325
-1.430678,-4.330487
-4.963662,3.472258
-10.591002,-5.918145
-6.996742,7.636394
-3.361781,-4.196698
2.183942,-0.080383
5.46954,8.886554
7.663146,-6.433685
5.832981,2.982249
-0.223878,-3.694919
-2.43321,-3.304913
-7.575249,-5.511056
-6.644338,5.37021
9.041349,4.250694
6.546353,-8.834818
8.894808,4.325872
-0.6402,-0.377656
-4.656506,7.275376
-4.432488,-3.936473
4.223325,3.622757
-6.483868,-4.334675
-6.88266,3.4712
7.179661,2.962001
-4.455467,6.129989
-5.296782,-5.373917
3.204522,6.247082
-6.107961,6.59118
-4.581666,5.344655
-8.557989,-4.856445
1.194271,0.559365
-2.522483,-4.98897
-0.679193,0.425173
-5.932279,6.292306
4.904608,3.182196
8.978764,5.992337
-4.626812,6.843509
-5.144317,-4.822154
-1.167025,0.597281
-6.336971,5.896422
-7.001784,5.883207
-2.019061,-0.104695
7.955686,7.992306
5.262169,-8.307626
-4.818265,5.244295
3.565924,7.32522
-0.33202,-0.981804
8.875658,6.180526
6.038947,-4.069617
-9.036445,-5.149941
-6.97707,5.54429
-7.384695,-5.376145
6.696242,8.457919
-4.488899,-5.076396
3.039921,5.671987
4.353754,3.355071
1.737123,-0.917035
7.582362,-3.03319
5.279168,-3.360624
-6.613717,6.021832
-4.680475,5.333073
-5.537808,4.720164
7.115542,-6.841895
-6.010472,8.034499
8.246928,4.208241
2.855687,-5.433633
-2.447429,-0.191225
5.144745,8.147458
4.755668,-4.990876
-7.509394,7.550266
4.538304,-6.868671
6.402582,8.983419
5.511878,-4.350344
9.008902,-6.152879
-6.214173,7.995335
8.153422,4.203
4.599502,7.915529
-3.029707,5.285647
8.158962,4.599206
4.717985,-5.695259
-1.653841,0.119867
7.782019,8.841222
-8.009692,7.152132
5.895695,3.019678
-6.765941,-4.634437
0.787695,-0.748423
-7.760965,-5.145972
4.538667,-2.079823
-5.106936,-5.320731
3.364184,6.862011
-6.244041,3.444075
-6.466381,5.075674
3.312278,4.910885
7.090369,-5.789498
9.372715,5.191696
-11.716271,-6.153627
-3.149569,-5.303044
9.320448,-10.777589
8.627426,7.194827
7.913936,3.577401
3.846912,8.353034
-3.113322,8.077957
-8.303127,-5.209749
3.855366,-5.938981
7.871589,8.122923
7.470439,-4.76724
4.568129,8.617036
-6.563117,5.292547
-6.70602,5.673633
-5.650242,7.831614
-7.339589,-4.496989
-5.828913,-5.600225
-1.744106,-0.482186
-4.540762,-4.049081
-8.467179,5.199029
2.28508,0.91576
-1.666421,-0.713045
9.020707,6.600111
-1.874765,0.265428
4.485177,8.727859
-7.06504,4.779429
4.598229,3.443055
-7.250429,-5.273761
2.289226,0.060602
-5.95214,6.04271
-6.954602,7.678463
3.813804,8.263086
-5.752859,-4.71152
3.719117,7.036228
0.988718,-0.381448
7.83103,8.433303
-6.530977,-5.390295
-10.095048,-4.916411
-0.665353,-0.727673
-3.278919,-4.054663
6.705781,-2.821757
1.434741,-0.91814
6.275249,-4.786108
-6.882959,5.84719
5.538199,-8.166799
6.319299,8.975637
-4.294448,3.563023
-6.473286,-5.386052
-4.952817,5.045978
-5.303306,-4.519804
-4.666714,-4.553217
-5.980998,-4.802888
-6.685822,3.12738
0.472101,-0.29956
-7.459765,-5.886083
8.421708,4.799032
9.269765,-4.928632
8.98638,5.70215
3.728753,8.113678
-6.389207,-5.505493
-5.630386,-4.951423
-4.91319,-4.94053
-5.746522,9.546247
-3.527579,4.688594
-7.91726,-5.654464
-4.480307,3.597162
-5.952791,6.320421
-3.301714,4.742888
1.232196,0.540516
2.970445,5.424283
10.405402,-8.509701
6.767683,-6.551293
-6.937691,5.856679
4.413457,3.393018
-4.065671,-4.310464
3.139822,5.267501
0.106952,-0.497626
2.980948,5.718218
-6.145059,-4.780766
-6.670765,7.502853
-5.990775,6.294825
5.899856,-5.964445
-10.949181,-5.660206
-2.698066,5.78397
-6.758722,5.199862
-4.771089,5.50907
8.846826,5.393597
-7.416803,7.503224
-2.560464,-4.231527
-1.608158,0.154335
-2.414241,-0.885595
1.260811,-0.922662
8.750734,6.67893
8.423287,7.831302
4.807681,3.024171
7.238269,-6.923595
-8.321816,5.334926
6.604813,-5.448236
4.401253,8.607392
0.099443,0.621631
-4.536451,-5.303502
3.295244,-3.602537
-2.979575,-4.978341
-8.116181,-5.713408
0.639299,-0.075872
4.43766,3.194233
-1.615664,-0.260878
-4.355767,5.841159
3.619307,-4.069589
-4.378128,6.434115
-6.590394,-5.530908
-4.974817,5.050562
8.003165,8.30619
3.698968,-5.119152
-8.356881,-4.819325
8.865472,4.237365
4.92108,-4.646853
3.505866,8.345539
6.067808,-5.993234
-2.012949,-4.319196
3.521587,4.365878
4.205544,4.11528
-2.372401,0.345954
7.701023,-5.974884
6.012438,-7.804268
7.309361,8.496374
-5.806024,-4.96926
6.289931,3.122887
2.210941,-0.459871
-2.018062,-0.478383
-6.10923,6.712664
-7.161606,-4.711217
-5.808129,7.860374
-0.845498,0.005811
7.071046,3.305441
-7.668533,7.518473
6.400145,-4.201784
4.759247,-4.386173
0.847125,0.692655
-7.626962,3.483847
-4.500818,5.745193
4.251698,-4.597357
4.812506,-8.842673
5.256689,8.699646
-3.376727,5.500779
-10.134781,-5.94419
5.646832,2.678531
-5.951247,6.031213
5.647705,-10.70234
7.70654,8.634919
2.435071,0.148049
-1.703091,-0.1916
8.449378,4.550087
6.677776,-7.370996
2.286358,0.823615
6.997817,-7.663017
2.87983,-5.454352
-2.875165,6.687194
6.248517,8.96876
-4.59222,7.079038
-6.253638,-5.211073
-8.765268,-5.505943
6.779041,8.941807
6.561987,3.22883
-6.273445,-4.910758
-7.667633,-5.510988
-4.278617,8.909795
1.353889,0.504188
-6.132186,-4.868918
-5.928653,6.360653
6.393774,8.907782
3.27208,7.786673
0.831969,0.071712
-3.243964,7.858162
-4.116357,9.170578
4.60833,-8.218453
6.935022,3.195038
-0.592866,-0.053893
6.183143,-5.585007
-4.491476,9.193399
-8.129273,6.788128
-4.995673,-5.213832
-2.928051,6.2586
3.351741,7.421202
4.993864,2.907939
-7.000112,-5.884755
5.982208,2.375082
-6.261813,6.466755
5.366284,-8.546675
-0.238328,-0.447296
-5.209918,4.976251
6.938209,3.233041
10.005087,-9.525519
3.814096,7.946145
6.212033,-5.117244
3.178673,6.386577
-4.61875,-5.027255
-5.690814,-4.23078
-6.106153,6.294143
6.595324,8.930959
6.44351,-4.8315
3.245133,7.060056
6.720075,2.887263
-4.357956,5.447291
-8.683059,-5.660265
-4.332169,-4.333362
3.258481,4.507649
-3.00845,6.758941
-3.560909,-4.455454
6.558687,-8.070673
6.490225,-7.55965
-4.385443,6.74917
8.735215,4.891438
-3.204078,7.341796
-8.026047,-6.176372
-2.068829,0.832561
-8.44046,5.97251
-6.550677,6.311369
-7.076499,-5.09633
7.229854,-7.948027
5.589564,-8.186301
-5.361055,-5.606027
2.784015,5.120671
-7.925478,4.745185
8.787409,5.272737
6.16103,-6.315116
7.63021,-9.27341
-5.395953,-5.200482
-2.915057,6.12961
-7.720871,-5.975885
8.841912,5.101818
8.408199,-6.9183
-7.460465,7.673041
-6.183041,-5.850905
-7.649971,-5.046926
-7.90231,-5.142405
7.88945,8.278632
-0.209219,-0.870449
-5.158506,4.797
7.028616,3.32212
3.018934,5.892612
-4.768352,5.636924
3.721064,4.383659
9.25558,5.80525
6.882785,-4.420551
-7.121286,7.314145
-5.692082,-4.737912
-6.053746,5.970538
-5.846335,6.117814
8.445264,7.621071
5.496735,9.073942
-2.186139,-0.899514
-3.674053,-4.697058
6.550954,-6.954924
3.286276,7.070011
6.883112,9.056204
-2.394883,-4.637348
-3.091075,5.135272
9.213377,5.772947
4.86073,8.644871
7.061011,8.924723
5.303902,9.411732
8.15156,7.966671
-5.831995,-5.498136
-7.013932,-5.124136
4.197387,-6.17891
4.70864,-6.618139
-8.414511,6.607617
-2.147678,0.323347
-8.554864,5.041146
6.033881,8.859472
5.751846,2.868606
3.564916,7.777042
1.699266,-0.797888
7.822819,3.033145
-3.077177,6.791619
5.277528,-4.931728
-5.294035,9.532545
8.799047,6.279606
8.961622,-7.458559
-5.749772,4.570826
2.196179,0.351446
8.155418,8.152019
6.407617,-8.19535
3.817132,-2.578986
0.565712,0.154765
-7.543635,-5.603677
9.049731,6.082541
-6.004991,8.106577
-8.500182,-5.493905
3.52955,7.89138
-6.241358,-4.419855
5.322109,3.331353
-3.669174,4.40723
-3.454405,-4.409279
6.237905,8.972545
8.928247,5.165163
-4.941712,7.261634
8.93969,-5.520967
1.942493,0.297768
-8.442123,-6.057646
-6.860412,4.977219
-5.453856,4.604552
-6.655446,-5.291284
3.150583,5.863085
-7.471238,7.251827
-8.365757,-5.193109
4.575935,-8.307643
7.79419,7.850167
8.754721,7.697645
0.55286,-0.059433
-8.345211,5.837671
-3.308647,4.472057
6.167677,-9.022972
6.31904,-5.240542
5.725781,-8.133822
4.465062,3.101464
-3.742929,-4.927586
3.303092,4.737343
4.854567,-5.399835
-6.233246,6.545669
-7.368209,-5.180034
5.921811,9.019093
8.754332,5.713784
-6.673284,6.140924
-6.577323,5.066838
3.706536,8.274795
7.039288,3.080285
7.485772,3.443001
-7.117103,3.5708
-1.290272,-0.334565
-6.390579,-5.183426
-6.522606,6.235697
-9.412063,-6.47626
-6.522925,6.101694
-3.142737,-4.417553
-6.470118,5.734384
-6.09014,6.193862
1.716399,-0.494688
-4.30159,3.796572
-3.772695,4.325527
4.612369,-2.343436
-8.123842,-4.578272
1.199906,-0.217328
8.040646,-8.946032
-5.051465,7.126976
3.901446,8.016795
-3.827277,-5.080249
7.687522,8.772832
-8.92889,-6.533767
5.66181,-4.490486
7.644529,3.513627
8.016385,8.168924
4.975766,3.03161
3.194775,7.478089
3.46057,4.636596
-1.14976,-0.830925
6.181672,-0.709221
3.190511,7.587478
-5.94351,6.73269
4.317775,-3.661708
-8.111815,-5.367834
-5.114197,-5.212242
-8.380484,5.804266
7.31955,-6.434575
6.076478,-4.670168
7.49897,-4.652198
8.4163,3.927731
5.005266,-9.17162
-3.206335,-4.962809
3.590919,3.857593
8.602606,4.836728
-4.137728,-4.917099
8.751425,5.648255
5.484769,-5.456163
-5.977211,6.03697
-6.300117,6.220162
7.039865,-7.717673
6.444607,8.830985
-8.354507,5.128346
-7.104283,-5.155266
-9.313456,-6.299251
-8.704323,-5.757254
8.348335,4.802578
-9.975225,-5.668931
4.280108,3.655616
-4.728637,-5.232455
8.587897,5.54777
-7.579276,-4.768157
-4.824552,7.148235
3.802551,-6.094903
-5.506116,-5.291322
6.677469,2.944652
-6.752884,-5.858989
-1.453495,0.031413
-4.263609,4.012757
3.3129,5.800391
-5.755877,4.82138
1.879172,0.46928
-4.610764,5.859563
7.265639,-8.000109
-14.013692,-6.022075
4.856943,-7.320274
3.543237,4.336545
-8.928535,-5.251216
-6.108348,6.554287
4.44025,8.910791
8.017618,3.679597
8.461403,3.601332
7.842045,3.663189
3.870535,-5.708743
-4.714987,5.461717
-4.340834,3.397254
3.338324,7.56654
-9.093659,-5.126782
9.029291,4.358309
-1.945456,-3.714322
8.650682,7.035089
6.516138,-6.791357
-5.681167,7.731183
4.412898,3.174756
-5.959975,6.029041
-5.514658,-5.046029
-5.833585,4.802739
7.65272,8.500134
3.112192,4.809644
-3.101048,-4.742751
8.243133,3.737392
-6.850078,6.108629
7.864971,-3.666858
7.029767,-7.583573
-6.78347,-4.892131
6.643131,-7.640905
9.59002,-6.358597
-5.87773,6.22236
3.060527,6.699661
-4.393835,3.385906
3.675585,4.946477
-6.764428,3.495696
-8.326974,-4.709673
2.143032,0.6375
4.898338,-5.831446
-2.179937,-4.845531
-7.022638,-5.379039
5.415504,-6.780361
1.966479,0.775603
-7.099225,-5.537109
-12.892978,11.420404
6.108101,-7.425337
6.934867,3.158337
-7.40334,7.565253
-6.205009,6.59792
-2.782493,6.137841
-6.812441,7.867991
-8.274795,5.942111
1.463112,-0.442685
4.687133,-4.084605
-4.510019,7.237759
4.477092,8.642593
8.786464,7.15271
2.713152,-3.829577
6.657543,8.863337
-1.991723,-0.845749
5.44183,3.243383
-6.690888,6.406635
0.926006,-0.92932
-1.905522,-0.219994
-5.989214,-5.080865
-7.702448,4.030548
1.885376,0.598745
7.510509,-6.580002
5.525333,-7.896522
-4.146496,-4.072847
-3.292067,8.443844
-5.044084,7.585552
8.876496,5.36269
-6.067301,-5.469751
-6.566183,6.367995
-4.545286,5.429574
-3.044209,7.67894
8.962646,6.609067
10.418461,-7.472456
1.237694,0.642238
-5.485369,8.058352
4.297971,3.935881
3.186526,6.084508
-3.084226,7.775128
-6.04901,6.618979
-2.080674,0.784951
0.112441,0.051459
0.823618,-0.059165
-3.819753,-4.519502
3.301818,7.021633
7.272027,3.324556
-5.558504,3.222021
-7.140246,-4.884736
-4.704842,-4.543621
-3.170558,7.471399
-5.189141,9.183652
-6.366021,8.070274
5.489699,-7.05462
-6.852759,5.467179
-7.948095,4.50553
6.33587,-4.374786
-6.424602,6.223975
6.243384,-5.432999
-6.226428,6.378703
6.384793,-5.901746
16.445285,-15.110602
-1.112673,-4.645724
-3.795348,4.248949
4.449714,3.956919
-4.736315,5.60753
-5.302163,3.246781
6.099989,9.320294
1.001504,0.810456
9.317258,5.852937
-1.320947,-0.827113
-0.664854,0.478712
1.522959,-4.005443
-4.363161,7.026343
5.941664,-4.811483
3.411597,-4.193553
8.80804,4.964742
-5.92313,6.416821
4.36304,4.012801
7.805806,3.524587
-5.833385,6.250676
-0.050662,-3.703456
-6.2649,4.649777
-3.140127,6.712269
3.270219,7.002842
-0.884021,-4.004598
14.507458,-4.497509
-5.717202,4.812332
4.748263,3.414173
-2.967846,7.217912
5.173822,9.104058
-8.273652,4.915166
-5.90981,6.286557
-7.875478,-5.857968
3.003003,6.97931
5.369419,9.121693
8.903579,6.567845
-3.283229,4.21338
3.16426,5.767242
-2.728357,5.463805
-5.66961,4.78544
-5.697662,-4.623634
5.170266,-3.569195
6.040251,8.864362
-4.563762,5.968192
-2.263774,-0.246231
8.375895,7.558083
-3.833124,-4.111304
5.253828,-6.816917
-5.311747,5.207679
7.605934,-9.632851
4.327035,-3.32462
-1.464384,-0.172929
-7.787744,-5.169259
-3.023203,7.383537
9.29325,5.586207
5.527672,3.054878
7.927523,8.277704
0.417,0.265867
-1.098868,-4.124246
-11.333462,-6.25632
6.637236,-5.190121
6.565462,8.885939
-2.697052,5.835983
