x,y
2.859043,2.01362
3.289243,-2.402265
0.904098,2.39832
-2.650062,-2.370488
2.895232,-2.26476
-3.045898,-1.877928
2.578093,2.215885
-3.19585,-1.837222
2.64344,2.215647
-3.054077,-2.24358
-2.754316,-1.951615
-2.392501,3.511824
2.195833,2.062089
2.889538,1.914229
-2.883425,-2.009052
2.70364,-2.87645
2.453579,-2.31
2.557537,1.863338
3.106343,-2.532039
-1.536199,3.115601
-2.215703,2.99206
-2.279259,3.149729
-2.315314,3.183383
-2.893349,-2.363994
-3.021464,-2.368514
-7.554209,8.523644
-1.737772,2.409428
-1.887703,3.08351
-1.901315,2.755462
-2.590064,-1.737196
2.377167,1.642202
2.521135,1.544072
3.166295,-2.742177
-1.842508,3.19716
-3.310847,-2.125306
3.430282,-2.782098
4.466407,0.395073
-2.820504,3.556658
-1.797909,3.016295
2.684123,-2.606741
2.0702,1.675713
3.232524,-2.173576
2.789048,-2.882513
-2.896254,-1.287724
-1.164567,2.614953
2.250764,2.479689
-2.751071,-1.722328
-1.605426,3.034161
-2.587906,-1.84632
-7.083354,-5.466027
2.623212,1.65398
3.23712,-2.760351
2.841817,-2.733057
-2.483682,2.813843
2.142782,1.349058
2.614769,-2.583453
-2.22973,2.802026
-2.29262,3.231729
2.144726,2.717064
3.886167,-1.981965
-1.76507,2.728872
-1.910433,3.228112
2.355888,1.872746
2.496276,1.518264
2.744236,2.038715
2.750163,-2.229844
-2.354439,3.044309
-1.917068,2.970793
-2.066766,2.94302
2.986315,-2.531567
2.966762,-2.616259
3.7424,-2.417949
-2.865237,-1.805213
3.172304,-2.717182
-2.158703,3.090933
2.259952,2.483598
-3.136433,-2.48184
2.353782,-2.659418
3.059562,-2.661744
-2.203336,2.203492
-3.801951,-1.893472
2.917458,-2.607344
-3.174753,-2.41473
2.924382,1.886673
-2.69766,-2.114984
0.550897,-2.494437
-3.514782,-2.355453
2.840345,-2.346821
-2.609893,-1.865818
3.339852,-3.053119
2.426258,1.574438
-3.20804,-2.518188
2.504219,2.070979
-2.638135,2.523186
3.49438,-2.141565
-0.747999,-1.604693
2.533284,-3.015134
-3.302171,-2.051635
3.116198,-2.413661
-3.128887,-1.880456
-1.692679,2.519449
-4.092184,8.266366
3.059316,-2.150114
2.656735,2.020396
-2.407216,3.056721
2.219926,2.2215
2.835557,-2.34759
-3.550214,-2.023434
-2.572111,-2.054085
2.433527,1.610314
2.422462,2.22662
3.322924,-2.268987
-3.553558,-1.483418
-2.266178,2.803736
-1.97623,3.191845
-3.001793,-2.057205
3.934499,7.179325
2.390824,-2.493933
3.013893,-2.163743
-1.86771,3.158388
2.353389,3.566212
2.093272,1.259171
2.845331,-2.564154
2.36715,-1.959778
-2.684935,-1.741206
3.03579,-2.893035
2.277185,2.189396
-2.623258,2.718866
-3.164291,-1.995627
1.822062,2.2333
-2.447318,-1.944003
2.84934,-2.22121
-1.981281,2.270459
-2.508663,-2.154887
3.358579,-2.774113
2.8991,-2.358256
2.689388,-2.905944
-3.108036,-1.672559
2.886638,1.855682
2.461593,2.123452
-8.981118,8.466054
2.759005,2.222917
-1.750808,2.586482
-1.852921,2.964161
2.77546,-2.419051
-2.739861,-1.809896
3.020589,1.904914
2.990171,-2.731105
3.117265,-2.481906
2.54587,2.127916
-3.124692,-1.74187
-1.983226,-2.410048
-2.972298,2.878367
2.105277,1.867068
-1.772413,3.207744
-3.560791,-2.438077
-4.536869,0.547996
3.12803,2.460183
-3.119975,-2.5169
-2.41167,2.727838
2.165531,2.153129
-2.78329,-2.11874
2.840117,-2.464493
2.283976,-5.348955
2.008506,2.115864
-2.015553,3.451697
-2.595641,-1.786933
-2.471381,3.073733
3.239413,-2.71493
-2.031805,2.989209
-2.118884,-1.343104
-1.662964,2.746386
-4.456037,-8.933498
-3.321808,-1.825994
2.794438,-2.496155
-2.232619,3.126207
2.470302,1.439928
2.238866,1.56239
2.986963,-2.430855
-2.817591,-2.093044
-1.863314,3.490415
-3.03405,-1.267391
3.005794,1.972925
-2.747143,3.216049
2.937383,2.22238
-2.036828,2.861665
2.840782,2.434686
-2.203602,2.872086
2.814212,-1.725047
2.867211,1.658414
-1.894457,3.35543
-2.918563,-1.992352
2.167948,-2.774673
-1.917066,2.963265
-2.928098,2.517697
2.792533,2.122273
3.095502,-2.367109
2.33739,-2.423954
-2.395427,-2.536851
-2.896402,-2.13017
-3.053383,-1.865812
-3.391084,-2.160536
-2.913317,-2.062729
-2.974755,-2.185322
2.34813,-2.850832
2.418706,2.0265
-1.822696,2.540869
2.946057,1.780344
2.315229,1.999513
2.330589,2.785022
2.785872,2.21878
2.980714,-2.917338
2.58851,1.823615
-2.107298,2.792373
2.667135,1.59315
3.051345,-7.511792
-7.783585,2.173195
-2.976709,-2.244098
-1.486487,2.960027
2.487536,1.52234
2.177702,2.299257
2.504008,1.895257
-2.918741,-2.194365
-2.123765,2.613604
3.670756,-2.767204
2.938104,1.817537
2.726848,-2.321563
3.517812,-2.566525
3.011443,-2.891407
-2.237325,3.186245
-3.586139,-2.170208
2.233187,1.699278
2.307788,-2.591547
8.244107,-6.980137
-1.785005,3.263849
2.463497,-2.680955
3.360098,2.63061
-2.707711,-1.875095
-1.051239,2.925168
3.399089,-2.495899
-2.706529,-2.316025
-3.024198,-1.526245
-3.207952,-2.50612
-1.686538,2.300887
-2.695,-1.921742
2.535711,2.027646
-1.330466,3.163162
-2.436561,3.392294
-2.362774,-1.744229
-2.968329,-1.92012
-3.234899,-1.890797
2.692059,1.934315
2.524472,1.623314
2.385808,2.49962
8.850092,9.013297
2.43109,1.609884
-2.091315,3.293973
-1.886596,2.733933
2.165823,2.340863
-3.19983,-1.715183
-2.692542,-2.017474
-2.617827,3.340837
3.167164,-2.223722
2.097779,1.332154
-1.932653,3.396218
2.784333,-2.918028
2.263394,1.698189
2.553884,-2.466811
1.874652,1.95706
-3.288568,-1.772293
3.137682,-2.988937
2.270381,2.429203
2.065386,1.928576
2.294695,2.502355
-3.640992,-2.117463
3.160496,-2.372947
3.105148,2.475727
2.767024,2.156835
2.891842,-2.560505
-9.479652,6.723995
-1.728927,2.986512
-2.881849,-1.507381
3.095831,-2.502491
3.357843,-2.228024
2.331566,2.503222
3.284107,-2.83943
-2.484978,-2.89833
-3.615205,-2.513466
3.423243,-1.950032
-3.030483,-2.107479
-2.613235,3.032964
-2.692211,-1.727773
2.627754,-2.430128
-2.163019,3.831112
-2.197215,2.844946
-1.885547,2.722616
-1.864034,2.384065
-2.814477,-2.246636
-2.854957,-2.346338
-1.608175,3.103921
-1.716808,2.948966
3.002706,2.185295
2.950566,2.384993
-1.583014,2.756326
-4.037585,-2.190223
-1.583632,2.946441
3.176828,2.68617
3.101578,1.188136
2.784383,-2.141128
2.79591,-2.856029
3.124809,2.397617
-3.085847,-1.727932
2.137723,1.99577
-2.464239,2.991868
-1.952707,3.157507
2.671768,2.420107
2.358156,1.322107
-2.462889,2.829832
2.282227,2.721104
-1.807429,2.753926
2.936893,-2.495075
-2.855544,-1.849213
3.194301,-2.484524
-1.570888,1.996531
-3.448374,-2.148262
3.019744,-2.41412
-2.249318,2.692172
-3.388651,-2.165034
-3.0963,-1.476771
2.124813,2.159258
2.8059,-2.125043
-1.802089,3.642679
-1.950503,2.18612
3.099918,9.911106
-1.711451,3.322403
3.211052,-2.630693
-2.813692,-1.872095
-2.955256,-2.110685
2.657611,2.001088
2.618956,2.110617
-1.846353,2.81565
-2.394446,3.465021
3.197804,-3.410661
-1.733351,3.411427
-2.81166,-1.531911
-2.80805,-1.934209
2.204234,1.620705
-1.775936,3.347938
2.772758,-3.019947
-2.47107,-1.776863
-2.088509,3.196796
-3.055522,-2.362479
2.596214,-2.444543
-1.375139,3.125062
2.598905,2.268561
1.642195,1.503811
-2.425851,3.294744
2.57023,-3.263128
1.762216,1.872447
2.004105,2.155334
0.143802,-1.260214
-2.532475,-2.06697
2.665581,1.865514
-3.298038,-1.767045
-1.959895,3.11548
-2.580417,2.997233
2.552669,-1.839834
-2.209912,3.567025
3.169394,-2.59129
-1.74495,2.798173
2.359303,2.085437
-3.206886,-1.793183
2.210653,1.726154
-2.325593,3.530729
-2.113941,3.178464
2.896788,1.873555
-3.746216,-1.906301
-3.589004,-2.11721
-2.255036,-2.287485
2.827961,-2.470369
6.548817,1.869125
3.081081,-2.16219
2.684261,-3.043378
3.145729,-2.881657
-6.735866,1.266325
3.379605,-2.307176
-2.189895,3.161774
-2.065085,2.750256
2.585313,1.947063
-1.900926,3.37958
2.662179,1.46425
-3.843473,-2.404722
-3.114686,-1.649035
-0.865088,5.069211
2.702213,-2.877154
2.394083,1.831023
-2.137214,3.048974
-1.872706,2.92369
2.990194,-2.432386
2.650299,-2.487118
-2.499498,2.381332
3.048372,-2.568243
-2.908287,-2.314893
-1.783633,3.543158
3.229466,-2.879614
3.254134,-2.825876
3.166771,2.012452
-9.499196,-4.752231
-1.885071,3.062559
-2.606623,3.3017
2.184152,1.880181
-2.967756,-2.293089
3.036642,-1.906195
-1.997101,2.928676
-2.806059,-1.185321
-2.203228,3.243135
1.910041,2.188312
-1.807083,3.138428
3.455405,-2.278302
-3.427831,-1.912837
3.083761,1.613691
-2.490734,-1.95398
2.388313,2.076031
-2.198203,2.781389
3.782035,-2.594639
2.808712,-3.19445
-2.250207,3.459209
6.314613,-2.333144
-3.237393,-1.737698
2.574063,2.310238
-2.933555,-2.509188
3.230819,-2.63892
3.45186,-2.408503
3.25544,-1.86688
2.180493,2.079375
-4.295578,3.855431
3.044403,-3.572323
-2.51489,3.176067
2.025465,1.72189
3.213796,-2.65197
2.772219,2.282453
3.10146,-2.444969
2.510821,1.958836
2.827499,-3.133575
2.961655,2.983224
-1.296936,2.6642
-2.231945,3.673031
-2.950151,-1.75833
-2.989279,-2.169459
2.521597,2.01303
-2.132232,3.320709
3.772284,-2.68332
-2.217889,2.624905
2.804694,2.517746
2.811163,-2.561901
2.867113,-3.131
-3.054823,-2.014267
2.61512,-2.417996
2.223184,-1.985522
2.899772,-2.705118
-2.220529,2.629996
2.631035,2.221194
2.617192,-2.140583
-2.5831,-1.908038
-2.967968,-1.796728
-1.522652,2.917169
2.391331,1.899822
2.512215,-2.170092
-1.822172,3.068342
1.736926,2.012621
-3.071807,-2.701233
2.915672,2.070971
2.436918,-2.266006
2.589325,2.472719
2.448395,2.555897
2.505085,2.241537
-3.062864,-1.931128
3.003947,-2.534326
-3.251818,-2.525876
2.354934,2.221869
-1.759284,3.424509
2.749837,2.084576
2.435538,1.905446
-2.519769,3.416645
-2.774966,3.121004
-2.271079,2.783369
7.459744,3.581031
-3.590264,-2.28918
-1.804161,3.198166
3.014921,-2.530347
2.957368,-2.663949
-3.165122,-1.839215
-2.903304,-2.494468
2.233309,2.052019
-2.344748,2.840565
-2.633717,2.212576
-7.611031,-8.064942
3.143085,1.882421
2.678928,2.136943
5.629317,-2.454363
-3.143825,-1.612799
-1.921611,3.0007
-1.564028,3.335857
-1.660101,3.009808
4.934634,0.33149
2.702846,2.183578
-1.909826,3.295919
-1.887021,2.59747
-9.683935,1.15167
-2.878302,-2.142477
2.84251,-2.876508
-2.988526,-2.425796
-2.873327,-1.537768
-2.060843,2.744648
3.556577,-2.444246
-1.974354,3.013133
-3.435565,-2.311079
-2.612902,-2.336732
3.151903,-2.411851
-5.345357,6.732815
2.69088,-2.223882
-2.723218,-1.879374
-3.263735,-2.361292
2.82241,-2.607142
-2.618774,-1.53531
-2.007787,2.45299
-2.188411,3.086782
-1.521232,2.701744
3.367325,-2.204622
-1.661445,3.530877
2.410887,1.472436
2.608935,-2.354884
2.959828,-1.942481
-3.307353,-2.116943
-1.805374,3.062041
-2.418376,3.463734
2.541729,1.799993
-2.075031,2.495307
-3.682862,-2.455763
2.638577,2.546503
-2.041709,3.409338
-1.075,7.282167
-3.358224,-1.937254
-3.546335,-2.104063
-8.22531,-1.862883
-7.884997,-3.23389
-2.23629,3.141384
2.096713,1.915847
2.471444,1.403022
-2.996001,-1.534864
1.896788,2.158119
-3.303041,-1.661103
2.692125,-2.264172
-2.286914,3.038973
-2.394784,2.82731
3.111683,-2.05931
-2.004696,2.208855
2.874809,9.000035
-3.387466,-2.313154
3.307634,-3.024081
2.527465,-1.93852
-2.915419,-2.621237
-1.85581,3.650823
-2.836372,-2.300752
-2.235169,3.517088
-1.615283,3.220079
-2.627652,-2.399678
-3.149538,-1.944511
2.357064,2.013503
2.508323,-2.107063
3.386729,-2.403064
3.391789,-2.635726
-3.697571,-2.453765
3.129275,-2.672628
2.96665,-2.663792
2.530875,-2.23055
-2.07103,3.131616
-3.478856,-1.422175
2.856665,2.360568
2.935732,1.849031
2.117285,2.138947
3.010867,-2.588222
-2.976889,-1.605466
3.203648,-2.333189
5.020175,6.535497
-3.11706,-1.544984
2.459092,1.650752
-2.131674,2.822513
0.972281,-5.697376
2.479556,2.029393
-3.16463,-2.223607
2.585185,-3.265255
-2.452159,3.12342
-1.805624,3.108287
3.432337,-2.495326
2.381936,1.950299
3.166962,-2.500197
-1.856156,3.273896
2.479251,1.74475
-1.948922,2.994037
2.617804,2.148738
-2.675397,-1.840953
2.872468,-2.455423
3.045475,-2.52443
3.071894,-2.667329
-2.522237,3.01871
3.032324,-3.172321
3.136659,-2.32628
2.716806,-2.476315
-2.157985,3.025206
2.123929,-7.976133
2.895535,2.214935
-3.295131,-2.426585
-2.413,3.2816
-2.253887,2.78003
-3.383875,-1.35708
-2.928814,-2.352988
-1.462062,3.507271
-2.752603,-1.768067
-3.560447,-2.277948
-3.44649,-2.396651
-1.654014,3.127584
2.734528,1.868805
-1.91993,3.338613
2.500469,2.515534
3.333911,2.147066
-9.922117,-1.094866
-2.111103,2.942372
2.71534,1.394265
-3.447278,-1.939594
-8.191838,1.845499
1.827252,-3.228171
-2.91796,-1.90538
-2.917593,-1.436109
-2.255014,3.270037
-3.04588,-2.640817
3.136754,-2.309137
3.046156,-2.213433
2.829101,2.303089
3.033107,-2.225359
2.774527,-2.293954
2.262309,-2.230767
-1.978836,3.087656
2.723869,2.154891
-3.043753,-1.481491
2.902113,-2.679221
2.001693,2.156213
2.285108,2.507913
-2.726177,-2.066728
-2.847832,-2.131655
-2.673949,-1.865267
-3.229176,-1.843875
1.687875,1.662727
-3.186865,-2.374413
-3.272819,-1.849395
3.019722,1.629602
9.161852,1.712075
2.165814,-2.319154
-3.132357,-1.54527
3.52571,-2.23769
5.450116,6.0541
-2.710204,-2.1038
3.703824,-2.307856
2.924698,-2.784687
1.93452,2.168723
-3.041523,-1.899961
2.762954,-2.780567
-2.704936,3.278544
2.534662,2.325793
1.624405,1.403602
-2.079597,2.434732
2.830944,5.804863
-0.725605,-9.380104
-3.018824,-1.381225
2.736744,-2.818186
-2.654926,3.651811
-2.453369,3.597132
2.578946,2.331677
2.135795,1.155527
3.305177,-2.696632
2.776781,2.524431
-3.127069,-2.133608
-2.767115,-2.03447
-1.880472,2.995471
-3.284529,-2.145375
3.253699,-2.002263
-9.322444,3.660299
2.378261,-2.728887
1.045062,-5.765178
-2.329077,2.777815
2.870228,-2.417551
-2.201949,3.109837
3.091264,-2.511761
-7.139852,-6.139496
2.419748,1.442522
2.580319,2.257454
2.695074,-1.799663
2.637196,-2.529582
2.324874,2.169806
2.724908,-2.601456
2.457143,-2.341443
2.347607,1.832314
3.21844,2.060186
-2.148562,3.377608
3.946395,-2.362017
-2.860079,-2.316918
2.753499,2.022051
3.677383,-2.495318
-2.968295,-1.774621
-3.055877,-2.228521
-2.923001,-1.524284
-2.439377,-2.083774
-3.024738,-1.882997
2.609927,1.913983
-1.679424,2.961799
-1.989702,3.360073
-2.07619,2.86567
1.837819,1.314493
2.274472,1.978912
-2.071424,2.827921
-2.317146,-1.273057
3.171284,-2.590723
2.926839,-2.262517
2.652206,-2.396893
2.619277,1.375736
1.976958,2.244719
3.490309,-2.866551
2.150101,1.635444
-3.099527,-1.935136
3.230579,-2.503569
-2.749961,-1.300946
3.361825,-2.913858
-1.940603,2.846331
-9.752056,0.194693
7.673326,0.442829
2.956248,2.294077
2.597602,1.647237
2.340235,2.396282
2.421099,1.553044
-2.898808,-1.779049
-3.418544,-1.82956
2.410171,2.262543
-2.852731,2.655804
-2.95916,-1.923459
-1.586114,2.886605
2.137992,2.082347
-2.285801,2.598609
-2.834962,-1.645549
3.261545,-2.479906
2.779729,-2.336263
-3.614853,-1.885202
2.414636,1.265892
2.17699,2.511413
2.893451,-2.643377
2.845148,1.80478
-2.394956,-2.3454
-2.76238,-1.976347
-2.074107,3.174552
-2.737517,2.984903
3.416074,-2.281014
-2.54847,2.74648
-2.532335,-1.563218
-3.518765,-2.816766
2.429271,1.797737
2.324739,1.420717
-3.252545,-1.889227
2.595426,1.803481
-3.512205,-2.206747
-0.978197,-1.952582
-3.483764,-1.86251
3.416607,-3.566671
3.052715,2.173095
-2.172112,3.3125
3.068286,-2.279709
3.036123,2.352629
-3.837991,-2.275298
3.765052,-2.402949
-3.606689,-4.120791
-3.066236,-1.884968
-3.26707,-2.389344
-1.836007,3.230261
2.498378,2.365936
-3.223913,-2.324302
-3.122054,-2.161823
2.493548,-1.897174
2.010662,1.459731
2.714538,1.950654
3.173642,-2.371783
-3.510005,-2.111885
3.078504,-2.289664
-2.368161,2.9495
-1.185977,3.530754
-2.192343,2.607031
3.393083,-2.515748
-2.83195,-2.610605
3.268404,-2.928647
-1.899123,2.911669
-3.306901,-2.032992
2.390889,2.367269
2.850611,2.415704
-2.90962,-1.452349
-3.326766,-2.071903
3.968603,-2.207916
3.303179,-2.24365
1.933045,1.213456
2.541422,2.155654
-2.997781,-1.090814
2.440598,2.144827
2.667606,1.462525
2.257273,2.290861
-2.049488,3.30557
3.169779,-2.877146
3.128258,-2.295912
2.518261,1.904152
3.059719,-2.696157
-2.551467,2.768504
-1.69321,3.094533
-2.152855,-1.847791
3.032438,-2.768924
-1.798559,2.506563
3.984427,-3.098229
2.924966,1.064508
2.538377,2.855796
-3.371845,-2.185304
-2.9821,-2.267937
2.676782,-2.86538
2.601276,1.875506
-2.846127,-1.816534
2.297237,-2.406642
-2.766086,-2.24093
-1.736871,3.045018
-2.847952,-1.916793
2.59412,1.783117
2.311818,2.189908
-2.250423,-2.142245
-1.727837,2.71668
-3.00588,-2.298565
-3.298635,-2.100584
-1.770869,3.260925
-2.962242,-1.541657
-2.278919,3.10569
-2.675096,-2.21175
2.741568,-2.715661
-2.532329,8.882873
-2.89027,-1.706656
-1.885605,2.7437
-2.043333,3.25971
2.940972,-2.13469
-2.348747,3.431516
2.705541,2.11179
-2.777697,-2.077778
2.052056,2.588636
2.515474,1.92898
-1.611791,2.442795
3.069433,-2.768526
3.113792,1.967345
3.405632,-1.499897
3.116386,-2.783309
2.55741,-1.877986
3.236301,-3.333444
-3.696784,-2.523271
3.146813,-2.059777
2.495688,1.922661
2.987934,-2.481187
2.938272,-2.742119
2.499328,2.142813
-2.699708,-2.066957
2.980853,-2.092015
3.16836,-2.322295
-8.465191,-6.107436
-3.04114,-1.709668
-2.954404,-1.656041
-2.9456,-1.876885
3.129158,2.180704
9.009925,6.58301
-3.182206,-1.71559
3.039812,-2.242107
2.389331,2.127877
3.052528,-2.386603
-2.362545,-2.578116
-2.648257,2.886006
2.697885,-2.047272
-2.844938,3.226938
1.848354,2.010188
3.030754,-2.362796
-1.557411,2.502383
2.317048,1.102339
2.237565,1.91746
2.627435,-3.139938
2.988347,-2.906677
-1.298772,3.28847
-1.30087,3.046321
2.280177,2.109008
-1.447781,2.626342
-2.938199,-2.379536
2.345772,2.011238
-2.889538,-1.577951
2.628173,2.146115
-1.553057,2.649548
2.602077,-3.254608
-2.522648,-1.686685
2.595621,1.6012
-2.548776,3.441328
-1.582233,2.240285
2.355927,2.476925
-1.40152,3.793675
3.549499,-2.849308
2.463803,1.990206
-3.102823,-2.375247
-2.718745,-1.397731
-3.410203,-2.181398
2.14918,1.961595
2.339406,1.851329
-2.204288,2.815051
-2.153996,1.965533
2.187027,1.907924
2.252457,2.339149
2.670062,-2.172201
3.052823,-2.297251
3.147801,-2.126038
2.635696,1.941575
-3.332508,-2.118662
2.369899,1.687404
-2.062529,2.757052
2.768388,2.042412
2.502106,2.156913
-3.18857,-1.598266
-2.017346,2.959575
-3.548016,-1.776885
-3.088381,-1.872791
2.717801,-2.976085
2.720418,-2.623034
2.373359,1.828587
-2.434327,-2.722133
2.402933,2.784253
2.466337,2.394807
-2.796071,-1.393691
-2.360751,3.024647
2.664898,1.813292
2.875856,-3.353737
2.398294,-2.641257
-3.099709,-1.930773
-2.177311,3.445509
-2.223826,3.224075
-2.840129,-2.231674
2.468921,2.001329
2.742964,-2.330217
3.301185,-1.954414
-2.635352,-8.992405
-1.721478,2.843495
-3.312815,-6.680142
-2.6082,3.071272
6.581752,2.625718
2.419039,-2.39192
2.410459,1.740233
2.446242,-2.760618
-2.008504,3.127587
-3.260256,-2.287788
-2.50876,2.558164
2.441845,2.658761
3.45209,-1.877588
3.231155,-2.325727
-3.339552,-2.310693
-2.974788,-1.855138
-2.443805,2.037613
3.228039,-2.28244
3.202532,-2.469213
-2.110311,2.322914
-1.689634,2.828823
2.291369,2.002977
-2.700122,-1.705363
2.651408,2.021671
-2.087886,2.131752
3.479075,-2.480421
-2.081944,2.934066
2.744498,2.035674
-3.149915,-2.123247
-2.626035,-1.918493
-2.035932,3.629401
2.608367,2.206341
3.076855,-2.590547
-2.450238,2.52391
-2.031262,2.440682
-2.871075,-1.703696
-2.478917,2.933656
3.457886,-2.672714
2.295294,1.983694
-2.929193,-1.704465
-3.36419,-1.833856
2.906755,-2.703558
2.495224,2.245582
3.176556,-2.744658
-2.449326,-1.864954
-2.21826,3.008174
-3.148154,-2.027901
-3.462945,-2.349036
-2.975717,-1.943933
3.318933,-2.430497
2.828422,-2.811507
2.208437,1.804795
2.823525,2.012114
3.034301,-1.681754
-2.525234,2.641106
-3.064702,-2.238325
2.620612,2.132748
1.952783,2.240012
-2.890132,-2.291679
-2.146597,3.780406
2.636392,2.035894
3.809911,-9.670356
-3.228999,-1.850238
-3.088192,-1.946603
